customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpendApprox,AvgMonthlySpend,IsSeniorCitizen
3957-HHLMR,0,0.971830985915493,0.46716417910447766,0.5220805446572814,0,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.46133430180226254,0.8786761667305113,0
7803-XOCCZ,0,0.7183098591549295,0.6547263681592039,0.4971151627048235,0,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.5532581262596746,0.8791676237945866,0
5736-YEJAX,0,0.9577464788732395,0.6089552238805971,0.6327890606969768,0,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0.5936591731827668,0.879481888448771,0
5609-CEBID,1,0.26760563380281693,0.754726368159204,0.20350796215093472,1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.3650248329854817,0.8748334274928183,1
8981-FJGLA,0,0.14084507042253525,0.5945273631840796,0.09612277867528271,0,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.38564818907969195,0.854198553546885,0
7218-HKQFK,0,0.014084507042253558,0.7557213930348259,0.017159012231710152,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.23025165252670446,0.8946780266284734,0
4636-QRJKY,0,0.07042253521126768,0.6194029850746269,0.0558562197092084,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.35209594475747097,0.9237573016891614,0
1135-LMECX,0,0.0,0.01592039800995032,0.00012116316639737557,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.8163229755578474,0.8931516563904236,0
4332-MUOEZ,1,0.26760563380281693,0.7567164179104477,0.20765058850680823,0,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,0.3643936532248464,0.8749798973223765,1
8535-SFUTN,0,0.8450704225352113,0.8776119402985076,0.7248269097622894,0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7599164310771049,0.8806167269052435,0
5956-VKDTT,1,0.05633802816901412,0.5582089552238806,0.03646434341103161,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3909526823176197,0.9103571896691238,1
8677-HDZEE,0,0.7746478873239436,0.8676616915422886,0.6806081237018233,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0.7010155089827268,0.8806114646569793,0
2475-MROZF,0,0.4084507042253521,0.763681592039801,0.3269789983844911,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,0.43891567826065847,0.8781493649746995,0
9412-GHEEC,0,0.5492957746478874,0.8611940298507463,0.4746307408262174,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.5345150969437377,0.8797233270110795,0
3482-ABPKK,0,0.3802816901408451,0.35870646766169156,0.17626355873528735,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.4692920731521229,0.8750656444128462,0
6705-LXORM,1,0.05633802816901412,0.5154228855721393,0.03274867297484421,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.42091002009359146,0.9109104663316745,1
0257-ZESQC,1,0.36619718309859156,0.5666666666666668,0.22046503577198248,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.44317019114084977,0.8759616232041179,1
7531-GQHME,0,0.15492957746478875,0.017910447761193993,0.028461804754211867,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0.6896695487808616,0.8526652257942829,0
5174-ITUMV,0,0.9295774647887324,0.8671641791044777,0.8043676436648972,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.8141849092159555,0.8808138123013517,0
4109-CYRBD,1,0.3943661971830986,0.3318407960199006,0.16422801753981076,0,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4689721116203435,0.8749071902531904,1
0913-XWSCN,0,0.7605633802816901,0.6691542288557214,0.5417262866374336,0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5762491218174156,0.8794275463436845,0
6825-UYPFK,0,0.3098591549295775,0.5706467661691542,0.20076159704592664,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43164192223422404,0.875161027592244,0
8397-MVTAZ,0,0.4647887323943662,0.8139303482587066,0.3993999538426033,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.4716330057994509,0.8791427662653915,0
0750-EBAIU,0,0.7183098591549295,0.7263681592039801,0.5445995845834295,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.5890714465248773,0.8796288729626858,0
8606-CIQUL,1,0.9999999999999999,0.9701492537313434,0.9670378490653129,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.9698340874811462,0.8815941141301344,1
3571-DPYUH,0,0.8028169014084507,0.7606965174129354,0.6244576505885069,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,0.6518133774651911,0.8799823156167408,0
7601-GNDYK,0,0.47887323943661975,0.01343283582089555,0.07710016155088853,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.4278923603884112,0.8739661585285721,0
0356-OBMAC,1,0.7746478873239436,0.8124378109452737,0.6563004846526657,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0.6677692405205427,0.8803949743187266,1
8067-NIOYM,0,0.323943661971831,0.02835820895522395,0.05444841910916226,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.5509972996092145,0.8713778359014829,0
1403-GYAFU,0,0.971830985915493,0.017910447761193993,0.15479459958458341,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.030279080484751586,0.8761422185073137,0
4234-XTNEA,0,0.014084507042253558,0.6139303482587065,0.01796099699976919,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.34039000976767836,0.8946195538920215,0
1297-VQDRP,1,0.9436619718309859,0.8845771144278608,0.849411493191784,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0.8403186163637859,0.8810694333044864,1
9282-IZGQK,0,0.0,0.664179104477612,0.007639049157627531,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2962260223001264,0.8926832170473163,0
5348-CAGXB,0,0.15492957746478875,0.709452736318408,0.11573390260789293,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.3290763347537985,0.8617399412263684,0
0621-HJWXJ,0,0.8732394366197183,0.6298507462686567,0.5781502423263329,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5876388021468335,0.8793405925749493,0
5844-QVTAT,0,0.4507042253521127,0.4000000000000001,0.22347103623355644,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0.45656575858180565,0.8762315494379641,0
8905-IAZPF,0,0.9577464788732395,0.7701492537313435,0.7760673897992154,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.7442077072338112,0.8804865547586908,0
5394-MEITZ,0,0.8309859154929577,0.6203980099502487,0.5686475882760212,0,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.5682146045003232,0.8794042487491158,0
6859-QNXIQ,0,0.9999999999999999,0.9437810945273633,0.949653819524579,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.9431875314228255,0.8814779205352016,0
2782-LFZVW,0,0.14084507042253525,0.40497512437810956,0.06725132702515577,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.48932692186207366,0.8502347649884696,0
2866-IKBTM,0,0.0,0.012935323383084618,8.654511885530791e-05,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.8187178962942606,0.8931538134403535,0
1342-JPNKI,0,0.12676056338028174,0.6746268656716418,0.0940803138702977,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.3364371769676992,0.843097279397729,0
2817-NTQDO,0,0.16901408450704225,0.27164179104477615,0.06672051696284328,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.5524753332908237,0.8605939859379962,0
7129-AZJDE,0,0.4647887323943662,0.6039800995024877,0.30330025386568193,0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,0.4631726751782432,0.877566037172529,0
6986-IJDHX,0,0.5352112676056338,0.6771144278606965,0.374705746595892,1,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.49343365485818214,0.8784386908794368,0
2560-PPCHE,0,0.9014084507042253,0.863681592039801,0.7760731594738057,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0.7906572916348165,0.8807393553695166,0
4676-MQUEA,1,0.6901408450704225,0.8323383084577115,0.6054350334641126,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0.6231930352236279,0.8803785279610707,1
8138-EALND,0,0.1971830985915493,0.014925373134328401,0.03378721440110777,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.6568910072827993,0.8631848529714864,0
3580-HYCSP,0,0.9999999999999999,0.9159203980099502,0.9171590122317101,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.915032679738562,0.8812607275957188,0
1352-HNSAW,0,0.9999999999999999,0.9686567164179105,0.9464112624048004,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.9683257918552035,0.8814562475181581,0
2075-PUEPR,0,0.7605633802816901,0.01094527363184078,0.1309081467805216,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.19679571821524056,0.8756910431489687,0
1982-FEBTD,0,0.3098591549295775,0.07313432835820899,0.05722940226171244,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.5513276230388388,0.8710929909820856,0
5301-GAUUY,0,0.4366197183098592,0.6179104477611941,0.29740941610893146,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.45583179804366286,0.8775184952925608,0
5791-KAJFD,0,0.7746478873239436,0.5024875621890548,0.43724901915531966,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,0.48117081482738305,0.8784440433474239,0
2654-VBVPB,0,0.0,0.01641791044776114,0.00012693284098780344,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.8159238221017787,0.8931512968821019,0
1154-HYWWO,0,0.5211267605633803,0.5208955223880597,0.31033925686591274,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,0.4657206795874547,0.877574700233552,0
2501-XWWTZ,0,0.14084507042253525,0.5169154228855722,0.08553542580198475,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.42809932376224197,0.8527450059839969,0
3716-UVSPD,0,0.0,0.30895522388059704,0.0035195015001154295,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.5812215899332906,0.892939905988973,0
6815-ABQFQ,0,0.7746478873239436,0.8855721393034826,0.694034156473575,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0.7117980825380297,0.8807310404977373,0
7343-EOBEU,0,0.02816901408450706,0.05323383084577116,0.008106392799446138,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.7654527013270778,0.8991223818500841,0
3701-SFMUH,0,0.08450704225352118,0.5119402985074628,0.05739095315024234,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.4258391221495527,0.9763861926078974,0
6103-LIANB,0,0.8169014084507042,0.8084577114427861,0.6742384029540734,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,0.6918222908650986,0.8803389162099934,0
7319-VENRZ,0,0.08450704225352118,0.4582089552238806,0.049290330025386575,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0.4607160997044789,0.9803391895768389,0
5846-NEQVZ,0,0.9859154929577464,0.5233830845771144,0.5717285945072699,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,0.516813402231861,0.8789847659045694,0
6967-QIQRV,0,0.1971830985915493,0.8323383084577115,0.1902204015693515,0,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,0.29327812017021704,0.8725989886062582,0
5781-RFZRP,0,0.9859154929577464,0.5497512437810945,0.6160800830833142,0,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,0.5427866950615907,0.8792859043998833,0
0939-YAPAF,0,0.47887323943661975,0.8159203980099503,0.40489268405261947,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.480720137303962,0.8791460258829974,0
0308-IVGOK,0,0.14084507042253525,0.22039800995024877,0.046595891991691674,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0.5902844280622407,0.847398961023816,0
7293-LSCDV,0,0.8309859154929577,0.009950248756218916,0.1251384721901685,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.13836184024025178,0.8757573752428023,0
7025-WCBNE,1,0.647887323943662,0.4114427860696518,0.3156242787906762,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.4382453848647133,0.8774721080900039,1
5756-JYOJT,0,0.14084507042253525,0.464179104477612,0.0782887145165013,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,0.4569443255337182,0.8517500982243307,0
4710-FDUIZ,0,0.7746478873239436,0.8164179104477611,0.645701592430187,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,0.6701653679772765,0.8803005777482614,0
6030-REHUX,1,0.3802816901408451,0.9213930348258705,0.36759750750057696,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.40576346172479866,0.8791409831385925,1
9548-LIGTA,0,0.8450704225352113,0.6248756218905472,0.5456785137318254,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,0.5754965149212612,0.8791713614030168,0
5150-LJNSR,0,0.4225352112676056,0.7940298507462686,0.3534848834525733,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0.4454870688663328,0.8785856528850521,0
8270-RKSAP,0,0.11267605633802819,0.5199004975124378,0.06682437110546968,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4235693751623495,0.802569389809963,0
6522-YRBXD,1,0.47887323943661975,0.7592039800995025,0.386175859681514,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.47698649405016613,0.8788502574902395,1
2640-LYMOV,0,0.014084507042253558,0.013930348258706593,0.0023078698361412853,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.8064491635663258,0.8957608239207554,0
1218-VKFPE,0,0.15492957746478875,0.007462686567164145,0.02478075236556665,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.695117359928033,0.8522824631044992,0
3627-FHKBK,0,0.0,0.5676616915422885,0.006519732287099067,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3736617927774848,0.892752961661716,0
2865-TCHJW,1,0.042253521126760674,0.7059701492537314,0.03777982921763215,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.28129580648466423,0.9015790744362606,1
1423-BMPBQ,0,0.0,0.007462686567164145,2.3078698361433947e-05,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.8231085843110181,0.8931577680318916,0
2393-DIVAI,0,0.02816901408450706,0.017412935323383172,0.0049503807985229464,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.792362506675033,0.8993996561484988,0
5192-EBGOV,1,0.0,0.6711442786069652,0.007719824601892411,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.29063787391516244,0.8926781839308133,1
4568-KNYWR,0,0.7183098591549295,0.4477611940298508,0.3835275790445419,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.44979742327131167,0.8780642687068139,0
8752-IMQOS,0,0.05633802816901412,0.018407960199005036,0.00765058850680822,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.7689028158865656,0.9146476611796491,0
0742-LAFQK,0,0.9999999999999999,0.8049751243781096,0.8542926378952229,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,0.8029160382101559,0.8808405333008673,0
0795-LAFGP,0,0.9859154929577464,0.7179104477611942,0.7672801753981076,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.708427694617225,0.880312525371419,0
0619-OLYUR,0,0.9999999999999999,0.9318407960199007,0.9291772444034156,0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.9311211664152842,0.8813410565894941,0
5512-IDZEI,0,0.6338028169014085,0.06616915422885578,0.13339487652896376,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.31986136676691446,0.875438995927518,0
0459-SPZHJ,0,0.8732394366197183,0.6492537313432836,0.6249942303254097,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0.6027878642796453,0.8797048160988173,0
0215-BQKGS,0,0.4084507042253521,0.6572139303482587,0.2792291714747288,0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.4454992047153081,0.877224262793648,0
9244-ZVAPM,0,0.0,0.2721393034825871,0.0030925455804292623,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.610758945682386,0.892966509604775,0
0719-SYFRB,0,0.15492957746478875,0.43184079601990055,0.08019270713131779,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.47383245952149716,0.8580443014629382,0
8208-EUMTE,0,0.21126760563380284,0.36417910447761204,0.10354834987306719,0,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0.4990036915995281,0.8685520349433762,0
5172-MIGPM,0,0.042253521126760674,0.47064676616915424,0.02520193861066239,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.4520697209906901,0.9029690479848228,0
1710-RCXUS,0,0.704225352112676,0.7174129353233831,0.5303196399723056,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,0.5781030524919041,0.8795507599534436,0
0374-FIUCA,0,0.9014084507042253,0.021393034825870627,0.1610489268405262,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.09001999192342808,0.87612482141953,0
5839-SUYVZ,0,0.21126760563380284,0.5601990049751244,0.1328986845141934,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.4168124314362017,0.8701008571210861,0
5173-ZXXXL,0,0.014084507042253558,0.01691542288557224,0.003334871913224069,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.8041304613086211,0.8956859451647234,0
1096-ADRUX,0,0.9154929577464788,0.5572139303482587,0.5585564274174937,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.5381309404488472,0.8790689526886181,0
2001-MCUUW,0,0.6338028169014085,0.8995024875621892,0.563627971382414,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.6087739666262275,0.8802759079688571,0
2731-GJRDG,0,0.4366197183098592,0.9084577114427861,0.41417032079390725,0,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0.4527027361223523,0.8795930552314041,0
4723-BEGSG,0,0.9999999999999999,0.6805970149253733,0.7010673897992155,0,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.6772247360482655,0.879816386835341,0
6516-NKQBO,0,0.5211267605633803,0.6243781094527363,0.3538079852296331,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.4804596627484783,0.8781931921185029,0
8672-OAUPW,0,0.704225352112676,0.2945273631840797,0.2697842141703208,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.3775025992990552,0.8769613096402986,0
8207-DMRVL,0,0.9999999999999999,0.9582089552238806,0.9562947149780754,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.9577677224736048,0.8815223077996449,0
3419-SNJJD,1,0.9014084507042253,0.8656716417910448,0.7809369951534735,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.7923126662354341,0.8807758487850279,1
6543-CPZMK,0,0.11267605633802819,0.11641791044776129,0.026557812139395343,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6648652463908107,0.7871845205968581,0
4765-OXPPD,0,0.11267605633802819,0.4651741293532338,0.07434225709669973,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.4562975451193541,0.8054417905242022,0
2804-ETQDK,0,0.9154929577464788,0.02288557213930348,0.15443111008539118,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0800197524942195,0.8760889648233973,0
6689-VRRTK,1,0.6056338028169014,0.9109452736318406,0.5586833602584815,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.5898746706416756,0.8804054280122763,1
7138-GIRSH,0,0.6901408450704225,0.509950248756219,0.39226863604892687,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,0.47849628543123707,0.8782095780631639,0
9396-ZSFLL,0,0.1971830985915493,0.30447761194029854,0.07069005308100623,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.528088389936772,0.8654056626022908,0
6464-KEXXH,0,0.09859154929577468,0.06965174129353235,0.019328409877682917,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.7028806361430664,0.02490504261391202,0
7134-MJPDY,1,0.9154929577464788,0.8417910447761194,0.8029021463189479,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0.7821156699740306,0.8808707385357706,1
5240-CAOYT,0,0.7887323943661972,0.6895522388059702,0.5615105008077546,0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5995691618257581,0.879496319708821,0
4059-IIEBK,0,0.08450704225352118,0.6,0.058175628894530346,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.36867963115675706,0.9760032812205925,0
4881-JVQOD,1,0.12676056338028174,0.1621890547263682,0.03967228248326793,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.6298076871140982,0.8321069627407737,1
0516-UXRMT,0,0.8591549295774646,0.7343283582089553,0.6620124624971152,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.662287041457162,0.8800502079468002,0
4851-BQDNX,0,0.5492957746478874,0.6646766169154229,0.38505077313639513,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0.4964897680070428,0.8785281039769298,0
5148-HKFIR,0,0.26760563380281693,0.01442786069651747,0.044789983844911146,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.5998237039418203,0.8692216746497633,0
